ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
218772198,10/05/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,13,0,18-24,M,BLACK HISPANIC,986608,211523,40.74726625700004,-73.99149139999997,POINT (-73.99149139999997 40.74726625700004)
218812672,10/05/2020,49,U.S. CODE UNCLASSIFIED,995,FOR OTHER AUTHORITIES,FOA9000049,,M,10,0,25-44,F,ASIAN / PACIFIC ISLANDER,982288,210220,40.74368994400004,-74.00708194899995,POINT (-74.00708194899995 40.74368994400004)
218750347,10/05/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601001,F,M,33,0,<18,M,BLACK,1001889,245601,40.840783858000066,-73.93625260699997,POINT (-73.93625260699997 40.840783858000066)
218750279,10/05/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,42,0,25-44,M,BLACK HISPANIC,1008691,238872,40.82229848500003,-73.91169413099993,POINT (-73.91169413099993 40.82229848500003)
218750275,10/05/2020,501,"CONTROLLED SUBSTANCE,POSSESS.",117,DANGEROUS DRUGS,PL 2201801,F,B,48,0,65+,M,WHITE HISPANIC,1016466,249717,40.852039913000056,-73.88355036399997,POINT (-73.88355036399997 40.852039913000056)
218757652,10/05/2020,494,"STOLEN PROPERTY 2,1,POSSESSION",111,POSSESSION OF STOLEN PROPERTY,PL 1654501,F,S,121,0,<18,M,WHITE,942138,169493,40.63180378100003,-74.15172125699996,POINT (-74.15172125699996 40.63180378100003)
218768093,10/05/2020,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,K,72,0,65+,M,WHITE HISPANIC,979850,174194,40.64480603700008,-74.01585670799993,POINT (-74.01585670799993 40.64480603700008)
218750292,10/05/2020,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,88,0,25-44,M,BLACK,990847,192564,40.695226225000056,-73.97621137999994,POINT (-73.97621137999994 40.695226225000056)
218812675,10/05/2020,49,U.S. CODE UNCLASSIFIED,995,FOR OTHER AUTHORITIES,FOA9000049,,M,10,0,25-44,M,ASIAN / PACIFIC ISLANDER,982288,210220,40.74368994400004,-74.00708194899995,POINT (-74.00708194899995 40.74368994400004)
218736920,10/05/2020,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,M,Q,106,0,25-44,M,ASIAN / PACIFIC ISLANDER,1035195,184377,40.67261065300004,-73.81634602699995,POINT (-73.81634602699995 40.67261065300004)
218750341,10/05/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601001,F,M,33,0,<18,M,BLACK,1001100,246623,40.843590489000064,-73.93910155199995,POINT (-73.93910155199995 40.843590489000064)
218750253,10/05/2020,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,B,43,0,25-44,M,UNKNOWN,1020183,239283,40.82338729100008,-73.87017045,POINT (-73.87017045 40.82338729100008)
218763513,10/05/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,18-24,M,WHITE HISPANIC,1020183,239283,40.82338729100008,-73.87017045,POINT (-73.87017045 40.82338729100008)
218750240,10/05/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,47,0,25-44,M,BLACK,1021102,260249,40.88092889200004,-73.86673473299999,POINT (-73.86673473299999 40.88092889200005)
218750371,10/05/2020,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,Q,110,0,25-44,F,BLACK HISPANIC,1020237,210724,40.74500029700005,-73.87012832399995,POINT (-73.87012832399995 40.74500029700005)
218750388,10/05/2020,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,Q,105,0,25-44,M,BLACK,1057767,203993,40.726293088000034,-73.73476084899994,POINT (-73.73476084899994 40.726293088000034)
218735750,10/05/2020,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,44,0,25-44,M,BLACK HISPANIC,1006537,244511,40.83778161800007,-73.91945797099999,POINT (-73.91945797099999 40.83778161800007)
218808174,10/05/2020,49,U.S. CODE UNCLASSIFIED,995,FOR OTHER AUTHORITIES,FOA9000049,,M,10,0,25-44,F,ASIAN / PACIFIC ISLANDER,982288,210220,40.74368994400004,-74.00708194899995,POINT (-74.00708194899995 40.74368994400004)
218750242,10/05/2020,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553004,F,B,52,0,18-24,F,BLACK HISPANIC,1017440,256046,40.86940749200004,-73.87999831299999,POINT (-73.87999831299999 40.86940749200004)
218760748,10/05/2020,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,S,121,0,18-24,M,BLACK,942138,169493,40.63180378100003,-74.15172125699996,POINT (-74.15172125699996 40.63180378100003)
218765812,10/05/2020,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211500,M,K,76,2,25-44,M,BLACK,982408,185878,40.67687694800003,-74.00664222699999,POINT (-74.00664222699999 40.67687694800003)
218750244,10/05/2020,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,B,43,0,18-24,M,BLACK,1020183,239283,40.82338729100008,-73.87017045,POINT (-73.87017045 40.82338729100008)
218750259,10/05/2020,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,B,44,0,25-44,M,BLACK,1006434,244344,40.83732351100008,-73.91983075699994,POINT (-73.91983075699994 40.83732351100008)
218760728,10/05/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,88,0,25-44,F,BLACK,995302,190524,40.68962245400007,-73.96014913199997,POINT (-73.96014913199997 40.68962245400007)
218750314,10/05/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,79,0,45-64,F,BLACK,997446,188937,40.68526356700004,-73.95242120999995,POINT (-73.95242120999995 40.68526356700004)
218763528,10/05/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,M,6,0,25-44,M,BLACK,982746,206647,40.73388303300004,-74.00542831099993,POINT (-74.00542831099993 40.73388303300004)
218765825,10/05/2020,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,14,0,65+,F,WHITE,987220,212676,40.75043076800005,-73.98928217599996,POINT (-73.98928217599996 40.75043076800005)
218776884,10/05/2020,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,75,0,25-44,M,WHITE HISPANIC,1018936,184730,40.673658190000026,-73.87495739099995,POINT (-73.87495739099995 40.673658190000026)
218757647,10/05/2020,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,18,0,18-24,M,BLACK,990625,216792,40.76172634200003,-73.97698900599994,POINT (-73.97698900599994 40.76172634200003)
218765803,10/05/2020,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",351,CRIMINAL MISCHIEF & RELATED OF,PL 1456002,M,B,48,15,45-64,M,BLACK,1014793,252889,40.86075204500003,-73.88958329299999,POINT (-73.88958329299999 40.86075204500003)
218750285,10/05/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,K,61,0,25-44,F,BLACK,995118,155709,40.59406298000005,-73.96086869299995,POINT (-73.96086869299995 40.59406298000005)
218729544,10/05/2020,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,B,43,0,25-44,M,BLACK,1025622,237609,40.81876883900002,-73.85052893099999,POINT (-73.85052893099999 40.81876883900002)
218768092,10/05/2020,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,K,60,0,18-24,M,BLACK,986229,148311,40.573763375000055,-73.99287775699997,POINT (-73.99287775699997 40.573763375000055)
218750369,10/05/2020,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,114,0,25-44,M,WHITE,1007694,219657,40.76956124200007,-73.91536344699995,POINT (-73.91536344699995 40.76956124200007)
218768104,10/05/2020,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,M,23,0,45-64,M,BLACK,998829,226859,40.78934789300007,-73.94735241299998,POINT (-73.94735241299998 40.78934789300007)
218750396,10/05/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,103,0,25-44,M,BLACK,1037430,194517,40.70042942600002,-73.80820890199995,POINT (-73.80820890199995 40.70042942600002)
218750332,10/05/2020,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403005,M,K,70,0,25-44,M,ASIAN / PACIFIC ISLANDER,998934,168067,40.62797764900005,-73.94710143499998,POINT (-73.94710143499998 40.62797764900005)
218757648,10/05/2020,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553001,F,M,14,0,25-44,M,WHITE HISPANIC,985802,213781,40.75346407600006,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
218750274,10/05/2020,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,B,42,0,25-44,M,BLACK,1012076,239818,40.82488497200006,-73.89945993699997,POINT (-73.89945993699997 40.82488497200006)
218808184,10/05/2020,49,U.S. CODE UNCLASSIFIED,995,FOR OTHER AUTHORITIES,FOA9000049,,M,10,0,25-44,M,ASIAN / PACIFIC ISLANDER,982288,210220,40.74368994400004,-74.00708194899995,POINT (-74.00708194899995 40.74368994400004)
218765806,10/05/2020,665,MAKING TERRORISTIC THREAT,126,MISCELLANEOUS PENAL LAW,PL 4902001,F,B,52,0,25-44,M,BLACK,1018862,257382,40.87306893900006,-73.87484997599995,POINT (-73.87484997599995 40.87306893900006)
218772059,10/05/2020,49,U.S. CODE UNCLASSIFIED,995,FOR OTHER AUTHORITIES,FOA9000049,,M,10,0,18-24,M,BLACK HISPANIC,982288,210220,40.74368994400004,-74.00708194899995,POINT (-74.00708194899995 40.74368994400004)
218750407,10/05/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,123,0,25-44,M,WHITE,914928,125757,40.51158633800003,-74.24930372699998,POINT (-74.24930372699998 40.51158633800003)
218765822,10/05/2020,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553001,F,M,30,0,25-44,M,WHITE HISPANIC,998190,240715,40.82737980900004,-73.94963125799995,POINT (-73.94963125799995 40.82737980900005)
218765823,10/05/2020,223,"BURGLARY,RESIDENCE,NIGHT",107,BURGLARY,PL 1402502,F,M,7,0,25-44,M,WHITE HISPANIC,988702,200012,40.71567057300007,-73.98394174399994,POINT (-73.98394174399994 40.71567057300007)
218776885,10/05/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,66,0,25-44,F,ASIAN / PACIFIC ISLANDER,982556,171385,40.63709686400006,-74.00610501399994,POINT (-74.00610501399994 40.63709686400006)
218750351,10/05/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601001,F,M,30,0,<18,M,BLACK,999751,241188,40.82867545800008,-73.94398971599996,POINT (-73.94398971599996 40.82867545800008)
218771941,10/05/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,Q,110,0,<18,M,BLACK,1022047,207922,40.73730196200007,-73.86361198699996,POINT (-73.86361198699996 40.73730196200007)
218734406,10/05/2020,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER TRAFFIC INFRACTION,VTL1192AI1,I,Q,110,0,18-24,M,WHITE HISPANIC,1020868,210625,40.744725978000076,-73.86785165599997,POINT (-73.86785165599997 40.744725978000076)
218768087,10/05/2020,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201603,F,B,44,0,25-44,M,BLACK,1008669,246692,40.84376218800003,-73.91174515299997,POINT (-73.91174515299997 40.84376218800003)
218765834,10/05/2020,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402501,F,M,7,0,25-44,M,WHITE HISPANIC,988702,200012,40.71567057300007,-73.98394174399994,POINT (-73.98394174399994 40.71567057300007)
218750307,10/05/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,76,0,25-44,M,BLACK,984110,188364,40.683700646000034,-74.00050622499998,POINT (-74.000506225 40.683700646000034)
218765813,10/05/2020,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,K,79,0,25-44,M,BLACK,999507,190206,40.688743368000075,-73.94498708099997,POINT (-73.94498708099997 40.688743368000075)
218760739,10/05/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601502,F,M,34,0,<18,M,BLACK,1002162,249364,40.851111636000034,-73.93525591199995,POINT (-73.93525591199995 40.851111636000034)
218750283,10/05/2020,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,B,47,0,<18,M,BLACK,1024579,261426,40.884144183000046,-73.85415390399999,POINT (-73.85415390399999 40.884144183000046)
218772475,10/05/2020,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,72,11,18-24,M,BLACK HISPANIC,983964,179071,40.65819343200008,-74.00103224299994,POINT (-74.00103224299994 40.65819343200008)
218760741,10/05/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601001,F,M,34,0,<18,M,BLACK,1002162,249364,40.851111636000034,-73.93525591199995,POINT (-73.93525591199995 40.851111636000034)
218733522,10/05/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,42,0,25-44,M,BLACK,1013885,240822,40.82763478000004,-73.89291918999999,POINT (-73.89291918999999 40.82763478000004)
218772471,10/05/2020,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211300,F,K,62,0,25-44,F,BLACK,990603,163155,40.614505121000036,-73.97711898999995,POINT (-73.97711898999995 40.614505121000036)
218754475,10/05/2020,106,ASSAULT POLICE/PEACE OFFICER,106,FELONY ASSAULT,PL 1200800,F,Q,100,0,<18,M,BLACK HISPANIC,1029534,151387,40.58209095500007,-73.83697506699998,POINT (-73.83697506699998 40.58209095500007)
218750312,10/05/2020,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,K,62,0,25-44,M,BLACK,983503,158624,40.60207069800003,-74.00269150899999,POINT (-74.00269150899999 40.60207069800003)
218763517,10/05/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,52,0,25-44,M,BLACK HISPANIC,1010383,252364,40.85932523400004,-73.90552822999997,POINT (-73.90552822999997 40.85932523400004)
218772472,10/05/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,72,0,25-44,M,BLACK,981976,178828,40.65752616300006,-74.00819729499993,POINT (-74.00819729499993 40.65752616300006)
218763531,10/05/2020,106,ASSAULT POLICE/PEACE OFFICER,106,FELONY ASSAULT,PL 1200800,F,Q,100,0,<18,M,BLACK HISPANIC,1029534,151387,40.58209095500007,-73.83697506699998,POINT (-73.83697506699998 40.58209095500007)
218757639,10/05/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,52,0,25-44,M,WHITE HISPANIC,1013141,254267,40.86453979800007,-73.89554960899994,POINT (-73.89554960899994 40.86453979800007)
218760735,10/05/2020,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,K,71,0,45-64,M,BLACK,999005,181250,40.66416202000005,-73.94681681999998,POINT (-73.94681681999998 40.66416202000005)
218734014,10/05/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,42,0,25-44,M,BLACK,1013885,240822,40.82763478000004,-73.89291918999999,POINT (-73.89291918999999 40.82763478000004)
218729820,10/05/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200512,F,K,60,0,45-64,M,WHITE HISPANIC,988627,149379,40.57669396700004,-73.98424513599997,POINT (-73.98424513599997 40.57669396700004)
218735752,10/05/2020,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,M,14,0,25-44,M,BLACK,985802,213781,40.75346407600006,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
218768108,10/05/2020,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,Q,104,0,25-44,M,BLACK,1010051,193910,40.69888553200008,-73.90695289699994,POINT (-73.90695289699994 40.69888553200008)
218782037,10/05/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,66,0,25-44,F,ASIAN / PACIFIC ISLANDER,982556,171385,40.63709686400006,-74.00610501399994,POINT (-74.00610501399994 40.63709686400006)
218754473,10/05/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,20,0,25-44,M,BLACK,989792,224853,40.78385224500005,-73.97998931899998,POINT (-73.97998931899998 40.783852245000055)
218750375,10/05/2020,461,UNAUTHORIZED USE VEHICLE 2,126,MISCELLANEOUS PENAL LAW,PL 1650800,F,Q,105,0,18-24,M,WHITE HISPANIC,1057767,203993,40.726293088000034,-73.73476084899994,POINT (-73.73476084899994 40.726293088000034)
218750284,10/05/2020,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,84,0,45-64,M,WHITE HISPANIC,988897,192615,40.69536744700008,-73.98324342499996,POINT (-73.98324342499996 40.69536744700008)
218750377,10/05/2020,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100E,M,Q,103,2,25-44,M,BLACK,1042649,196825,40.70673142400005,-73.78936674299997,POINT (-73.78936674299997 40.70673142400005)
218733520,10/05/2020,847,"NY STATE LAWS,UNCLASSIFIED FEL",125,NYS LAWS-UNCLASSIFIED FELONY,VTL05110E1,F,B,48,0,45-64,M,WHITE HISPANIC,1014131,247458,40.84584783900005,-73.89200073999997,POINT (-73.89200073999997 40.84584783900005)
218750326,10/05/2020,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,83,0,18-24,M,BLACK HISPANIC,1007128,193705,40.69833089400004,-73.91749507299994,POINT (-73.91749507299994 40.69833089400004)
218772476,10/05/2020,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402501,F,M,7,0,65+,M,BLACK,987789,200915,40.718149504000046,-73.98723473499997,POINT (-73.98723473499997 40.718149504000046)
218768102,10/05/2020,209,"BURGLARS TOOLS,UNCLASSIFIED",231,BURGLAR'S TOOLS,PL 1403500,M,M,14,0,25-44,M,WHITE HISPANIC,987220,212676,40.75043076800005,-73.98928217599996,POINT (-73.98928217599996 40.75043076800005)
218771936,10/05/2020,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,K,75,0,25-44,M,BLACK,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
218750349,10/05/2020,847,"NY STATE LAWS,UNCLASSIFIED FEL",125,NYS LAWS-UNCLASSIFIED FELONY,COR0168E03,F,M,5,0,25-44,M,BLACK,983903,200257,40.71634415200003,-74.00125319299997,POINT (-74.00125319299997 40.71634415200003)
218757643,10/05/2020,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,K,88,0,25-44,F,BLACK,995302,190524,40.68962245400007,-73.96014913199997,POINT (-73.96014913199997 40.68962245400007)
218750271,10/05/2020,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,B,47,0,25-44,F,BLACK,1026387,262634,40.88745131300004,-73.84760778699997,POINT (-73.84760778699997 40.88745131300004)
218736918,10/05/2020,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100A,M,M,10,0,25-44,M,BLACK,984686,209908,40.74283378800004,-73.99842802399996,POINT (-73.99842802399996 40.74283378800004)
218750354,10/05/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 160102A,F,M,10,0,45-64,F,BLACK,984686,209908,40.74283378800004,-73.99842802399996,POINT (-73.99842802399996 40.74283378800004)
218750301,10/05/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200512,F,K,63,0,25-44,M,BLACK,1000521,168264,40.62851560000007,-73.94138369799998,POINT (-73.94138369799998 40.62851560000007)
218734400,10/05/2020,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,78,0,18-24,F,BLACK,991374,187228,40.680579719000036,-73.97431655799994,POINT (-73.97431655799994 40.680579719000036)
218770044,10/05/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,Q,113,0,25-44,F,BLACK,1046405,187113,40.680048726000045,-73.77590919399995,POINT (-73.77590919399995 40.680048726000045)
218750365,10/05/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,32,0,25-44,M,BLACK,1001124,237707,40.81911858500007,-73.93903723599993,POINT (-73.93903723599993 40.81911858500007)
218760727,10/05/2020,175,"SEXUAL ABUSE 3,2",233,SEX CRIMES,PL 13052A1,M,K,77,0,25-44,M,WHITE HISPANIC,1003606,185050,40.67458330800008,-73.93022154099998,POINT (-73.93022154099998 40.67458330800008)
218733521,10/05/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,40,0,25-44,M,BLACK HISPANIC,1007587,237552,40.818678445000046,-73.91568756099997,POINT (-73.91568756099997 40.818678445000046)
